value	from	to
0,68545004	Карачаево-Черкессия	Санкт-Петербург
0,963372279	Карелия	Санкт-Петербург
0,756870158	Кемеровская обл.	Санкт-Петербург
0,916962815	Кировская обл.	Санкт-Петербург
0,869097893	Коми	Санкт-Петербург
0,833202663	Костромская обл.	Санкт-Петербург
0,85371876	Краснодарский край	Санкт-Петербург
0,84802814	Красноярский край	Санкт-Петербург
0,881507063	Крым	Санкт-Петербург
0,855043309	Курганская обл.	Санкт-Петербург
0,916919805	Курская обл.	Санкт-Петербург
0,948097451	Ленинградская обл.	Санкт-Петербург
0,88339466	Липецкая обл.	Санкт-Петербург
0,616709055	Магаданская обл.	Санкт-Петербург
0,810691737	Марий Эл	Санкт-Петербург
0,854225626	Мордовия	Санкт-Петербург
0,744645503	Москва	Санкт-Петербург
0,880763453	Московская обл.	Санкт-Петербург
0,807786499	Мурманская обл.	Санкт-Петербург
0,758690825	Ненецкий АО	Санкт-Петербург
0,887622023	Нижегородская обл.	Санкт-Петербург
0,940576509	Новгородская обл.	Санкт-Петербург
0,836870407	Новосибирская обл.	Санкт-Петербург
0,852589037	Омская обл.	Санкт-Петербург
0,779166314	Оренбургская обл.	Санкт-Петербург
0,887923818	Орловская обл.	Санкт-Петербург
0,850565418	Пензенская обл.	Санкт-Петербург
0,899137909	Пермский край	Санкт-Петербург
0,818567971	Приморский край	Санкт-Петербург
0,940329956	Псковская обл.	Санкт-Петербург
0,872417904	Ростовская обл.	Санкт-Петербург
0,877086207	Рязанская обл.	Санкт-Петербург
0,881041963	Самарская обл.	Санкт-Петербург
1	Санкт-Петербург	Санкт-Петербург
0,890589691	Саратовская обл.	Санкт-Петербург
0,802372684	Саха (Якутия)	Санкт-Петербург
0,809662344	Сахалинская обл.	Санкт-Петербург
0,785709262	Свердловская обл.	Санкт-Петербург
0,891768148	Севастополь	Санкт-Петербург
0,7914553	Северная Осетия	Санкт-Петербург
0,921286903	Смоленская обл.	Санкт-Петербург
0,819029773	Ставропольский край	Санкт-Петербург
0,879444344	Тамбовская обл.	Санкт-Петербург
0,658343529	Татарстан	Санкт-Петербург
