value	from	to
0,751722534	Татарстан	Орловская обл.
0,924544527	Тверская обл.	Орловская обл.
0,884166121	Томская обл.	Орловская обл.
0,942176509	Тульская обл.	Орловская обл.
0,472018597	Тыва	Орловская обл.
0,875770877	Тюменская обл.	Орловская обл.
0,87359636	Удмуртия	Орловская обл.
0,890120747	Ульяновская обл.	Орловская обл.
0,866832877	Хабаровский край	Орловская обл.
0,817235799	Хакасия	Орловская обл.
0,756394092	ХМАО – Югра	Орловская обл.
0,882253054	Челябинская обл.	Орловская обл.
0,722495198	Чечня	Орловская обл.
0,849112712	Чувашия	Орловская обл.
0,813542213	Чукотский АО	Орловская обл.
0,661221354	Ямало-Ненецкий АО	Орловская обл.
0,92486821	Ярославская обл.	Орловская обл.
0,842849323	Адыгея	Пензенская обл.
0,692560667	Алтай	Пензенская обл.
0,923837025	Алтайский край	Пензенская обл.
0,890645088	Амурская обл.	Пензенская обл.
0,887811235	Архангельская обл.	Пензенская обл.
0,916223989	Астраханская обл.	Пензенская обл.
0,938042507	Башкортостан	Пензенская обл.
0,960084706	Белгородская обл.	Пензенская обл.
0,926146013	Брянская обл.	Пензенская обл.
0,804638072	Бурятия	Пензенская обл.
0,944124591	Владимирская обл.	Пензенская обл.
0,965102556	Волгоградская обл.	Пензенская обл.
0,943038556	Вологодская обл.	Пензенская обл.
0,971146064	Воронежская обл.	Пензенская обл.
0,720895242	Дагестан	Пензенская обл.
0,850205759	Еврейская АО	Пензенская обл.
0,921630529	Забайкальский край	Пензенская обл.
0,938476567	Ивановская обл.	Пензенская обл.
0,728240188	Ингушетия	Пензенская обл.
0,929813254	Иркутская обл.	Пензенская обл.
0,825512234	Кабардино-Балкария	Пензенская обл.
0,945153155	Калининградская обл.	Пензенская обл.
0,632789639	Калмыкия	Пензенская обл.
0,896727653	Калужская обл.	Пензенская обл.
0,738932362	Камчатский край	Пензенская обл.
0,691761748	Карачаево-Черкессия	Пензенская обл.
0,865615866	Карелия	Пензенская обл.
0,862455053	Кемеровская обл.	Пензенская обл.
0,861408512	Кировская обл.	Пензенская обл.
0,899272249	Коми	Пензенская обл.
0,89506815	Костромская обл.	Пензенская обл.
0,941300874	Краснодарский край	Пензенская обл.
0,913229824	Красноярский край	Пензенская обл.
0,908250354	Крым	Пензенская обл.
0,961025676	Курганская обл.	Пензенская обл.
0,948252128	Курская обл.	Пензенская обл.
0,93696842	Ленинградская обл.	Пензенская обл.
0,97024437	Липецкая обл.	Пензенская обл.
0,646495943	Магаданская обл.	Пензенская обл.
0,783721226	Марий Эл	Пензенская обл.
0,920566709	Мордовия	Пензенская обл.
0,464633371	Москва	Пензенская обл.
0,70677423	Московская обл.	Пензенская обл.
0,728737071	Мурманская обл.	Пензенская обл.
0,832176786	Ненецкий АО	Пензенская обл.
0,941531939	Нижегородская обл.	Пензенская обл.
0,923022029	Новгородская обл.	Пензенская обл.
0,916347822	Новосибирская обл.	Пензенская обл.
0,913325653	Омская обл.	Пензенская обл.
0,896874706	Оренбургская обл.	Пензенская обл.
0,933577985	Орловская обл.	Пензенская обл.
1	Пензенская обл.	Пензенская обл.
0,957675259	Пермский край	Пензенская обл.
0,892144497	Приморский край	Пензенская обл.
0,918850849	Псковская обл.	Пензенская обл.
0,974812017	Ростовская обл.	Пензенская обл.
0,927423837	Рязанская обл.	Пензенская обл.
0,975458378	Самарская обл.	Пензенская обл.
0,850565418	Санкт-Петербург	Пензенская обл.
0,972366352	Саратовская обл.	Пензенская обл.
0,82179082	Саха (Якутия)	Пензенская обл.
0,759378165	Сахалинская обл.	Пензенская обл.
0,918645669	Свердловская обл.	Пензенская обл.
0,929454119	Севастополь	Пензенская обл.
0,748783808	Северная Осетия	Пензенская обл.
0,911048557	Смоленская обл.	Пензенская обл.
0,901766079	Ставропольский край	Пензенская обл.
0,910200665	Тамбовская обл.	Пензенская обл.
0,704585362	Татарстан	Пензенская обл.
0,944150913	Тверская обл.	Пензенская обл.
0,860244298	Томская обл.	Пензенская обл.
0,896121353	Тульская обл.	Пензенская обл.
0,458134155	Тыва	Пензенская обл.
0,929138234	Тюменская обл.	Пензенская обл.
0,921087468	Удмуртия	Пензенская обл.
0,927948921	Ульяновская обл.	Пензенская обл.
0,881111885	Хабаровский край	Пензенская обл.
0,80596854	Хакасия	Пензенская обл.
0,694080543	ХМАО – Югра	Пензенская обл.
0,938943568	Челябинская обл.	Пензенская обл.
0,721698901	Чечня	Пензенская обл.
0,789781664	Чувашия	Пензенская обл.
0,865770127	Чукотский АО	Пензенская обл.
0,592733233	Ямало-Ненецкий АО	Пензенская обл.
0,964521115	Ярославская обл.	Пензенская обл.
0,814814359	Адыгея	Пермский край
0,668686026	Алтай	Пермский край
0,947558627	Алтайский край	Пермский край
0,89865269	Амурская обл.	Пермский край
0,87630081	Архангельская обл.	Пермский край
0,908363243	Астраханская обл.	Пермский край
0,955807212	Башкортостан	Пермский край
0,93670435	Белгородская обл.	Пермский край
0,913250073	Брянская обл.	Пермский край
0,812548818	Бурятия	Пермский край
0,949616825	Владимирская обл.	Пермский край
0,959688567	Волгоградская обл.	Пермский край
0,952959051	Вологодская обл.	Пермский край
0,96728	Воронежская обл.	Пермский край
0,701717651	Дагестан	Пермский край
0,814824996	Еврейская АО	Пермский край
0,89622	Забайкальский край	Пермский край
0,906252423	Ивановская обл.	Пермский край
0,700402605	Ингушетия	Пермский край
0,941083222	Иркутская обл.	Пермский край
0,771760031	Кабардино-Балкария	Пермский край
0,952832772	Калининградская обл.	Пермский край
0,598740787	Калмыкия	Пермский край
0,868372566	Калужская обл.	Пермский край
0,711108497	Камчатский край	Пермский край
0,609735783	Карачаево-Черкессия	Пермский край
0,911253562	Карелия	Пермский край
0,88516762	Кемеровская обл.	Пермский край
0,871447729	Кировская обл.	Пермский край
0,903229293	Коми	Пермский край
0,892769319	Костромская обл.	Пермский край
0,965392905	Краснодарский край	Пермский край
0,899743138	Красноярский край	Пермский край
0,931357378	Крым	Пермский край
0,969503141	Курганская обл.	Пермский край
0,936647839	Курская обл.	Пермский край
0,966513672	Ленинградская обл.	Пермский край
0,968392794	Липецкая обл.	Пермский край
0,599638986	Магаданская обл.	Пермский край
0,77173017	Марий Эл	Пермский край
0,888885277	Мордовия	Пермский край
0,503870608	Москва	Пермский край
0,745783942	Московская обл.	Пермский край
0,750277953	Мурманская обл.	Пермский край
0,858283546	Ненецкий АО	Пермский край
0,917057662	Нижегородская обл.	Пермский край
0,90949657	Новгородская обл.	Пермский край
0,9275094	Новосибирская обл.	Пермский край
0,939951773	Омская обл.	Пермский край
0,89919586	Оренбургская обл.	Пермский край
0,896592286	Орловская обл.	Пермский край
0,957675259	Пензенская обл.	Пермский край
1	Пермский край	Пермский край
0,899914743	Приморский край	Пермский край
0,92409356	Псковская обл.	Пермский край
0,959091683	Ростовская обл.	Пермский край
0,91580404	Рязанская обл.	Пермский край
0,963013864	Самарская обл.	Пермский край
0,899137909	Санкт-Петербург	Пермский край
0,96830236	Саратовская обл.	Пермский край
0,834989953	Саха (Якутия)	Пермский край
0,794787215	Сахалинская обл.	Пермский край
0,913964587	Свердловская обл.	Пермский край
0,96519749	Севастополь	Пермский край
0,704825864	Северная Осетия	Пермский край
0,91703964	Смоленская обл.	Пермский край
0,896324895	Ставропольский край	Пермский край
0,895975087	Тамбовская обл.	Пермский край
0,705613861	Татарстан	Пермский край
0,970558682	Тверская обл.	Пермский край
0,847684776	Томская обл.	Пермский край
0,89756091	Тульская обл.	Пермский край
0,440972932	Тыва	Пермский край
0,954094912	Тюменская обл.	Пермский край
0,924741472	Удмуртия	Пермский край
0,893203292	Ульяновская обл.	Пермский край
0,89473503	Хабаровский край	Пермский край
0,814534276	Хакасия	Пермский край
0,68695491	ХМАО – Югра	Пермский край
0,95708425	Челябинская обл.	Пермский край
0,762550337	Чечня	Пермский край
0,783791018	Чувашия	Пермский край
0,849860275	Чукотский АО	Пермский край
0,586466393	Ямало-Ненецкий АО	Пермский край
0,96749075	Ярославская обл.	Пермский край
0,933055523	Адыгея	Приморский край
0,775271023	Алтай	Приморский край
0,949232132	Алтайский край	Приморский край
0,936586283	Амурская обл.	Приморский край
0,901187194	Архангельская обл.	Приморский край
0,870129646	Астраханская обл.	Приморский край
0,824948967	Башкортостан	Приморский край
0,885663914	Белгородская обл.	Приморский край
0,879079485	Брянская обл.	Приморский край
0,859261016	Бурятия	Приморский край
0,894997769	Владимирская обл.	Приморский край
0,888762689	Волгоградская обл.	Приморский край
0,861430727	Вологодская обл.	Приморский край
0,872931301	Воронежская обл.	Приморский край
0,807107481	Дагестан	Приморский край
0,835496841	Еврейская АО	Приморский край
0,899049375	Забайкальский край	Приморский край
0,887623639	Ивановская обл.	Приморский край
0,828796901	Ингушетия	Приморский край
0,928732921	Иркутская обл.	Приморский край
0,834766315	Кабардино-Балкария	Приморский край
0,866187892	Калининградская обл.	Приморский край
0,687331739	Калмыкия	Приморский край
0,870824719	Калужская обл.	Приморский край
0,837602986	Камчатский край	Приморский край
0,765113893	Карачаево-Черкессия	Приморский край
0,843067085	Карелия	Приморский край
0,911289474	Кемеровская обл.	Приморский край
0,865121953	Кировская обл.	Приморский край
0,913880859	Коми	Приморский край
0,879703631	Костромская обл.	Приморский край
0,907450212	Краснодарский край	Приморский край
0,936473984	Красноярский край	Приморский край
0,838900142	Крым	Приморский край
0,912425772	Курганская обл.	Приморский край
0,850293003	Курская обл.	Приморский край
0,892079402	Ленинградская обл.	Приморский край
0,859203982	Липецкая обл.	Приморский край
0,774477521	Магаданская обл.	Приморский край
0,827069398	Марий Эл	Приморский край
0,906599304	Мордовия	Приморский край
0,496202219	Москва	Приморский край
0,704752927	Московская обл.	Приморский край
0,855660049	Мурманская обл.	Приморский край
0,853322621	Ненецкий АО	Приморский край
0,890887162	Нижегородская обл.	Приморский край
0,887888103	Новгородская обл.	Приморский край
0,937337342	Новосибирская обл.	Приморский край
0,9513376	Омская обл.	Приморский край
0,891537411	Оренбургская обл.	Приморский край
0,881262368	Орловская обл.	Приморский край
0,892144497	Пензенская обл.	Приморский край
0,899914743	Пермский край	Приморский край
1	Приморский край	Приморский край
0,877519022	Псковская обл.	Приморский край
0,883022615	Ростовская обл.	Приморский край
0,865731966	Рязанская обл.	Приморский край
0,860026907	Самарская обл.	Приморский край
0,818567971	Санкт-Петербург	Приморский край
0,871804767	Саратовская обл.	Приморский край
0,787643736	Саха (Якутия)	Приморский край
0,917252749	Сахалинская обл.	Приморский край
0,936010413	Свердловская обл.	Приморский край
0,861317336	Севастополь	Приморский край
0,794624806	Северная Осетия	Приморский край
0,865509552	Смоленская обл.	Приморский край
0,94321523	Ставропольский край	Приморский край
0,848621661	Тамбовская обл.	Приморский край
0,627632359	Татарстан	Приморский край
0,895532988	Тверская обл.	Приморский край
0,911845314	Томская обл.	Приморский край
0,873341223	Тульская обл.	Приморский край
0,583466614	Тыва	Приморский край
0,952277805	Тюменская обл.	Приморский край
0,821082204	Удмуртия	Приморский край
0,913397519	Ульяновская обл.	Приморский край
0,972321834	Хабаровский край	Приморский край
0,876344978	Хакасия	Приморский край
0,809683619	ХМАО – Югра	Приморский край
0,894539003	Челябинская обл.	Приморский край
0,76817193	Чечня	Приморский край
0,765976946	Чувашия	Приморский край
0,78101918	Чукотский АО	Приморский край
0,754818644	Ямало-Ненецкий АО	Приморский край
0,882938101	Ярославская обл.	Приморский край
0,87044422	Адыгея	Псковская обл.
0,759120167	Алтай	Псковская обл.
0,890558105	Алтайский край	Псковская обл.
0,899132207	Амурская обл.	Псковская обл.
0,930785068	Архангельская обл.	Псковская обл.
0,88472159	Астраханская обл.	Псковская обл.
0,877184068	Башкортостан	Псковская обл.
0,963431279	Белгородская обл.	Псковская обл.
0,922976135	Брянская обл.	Псковская обл.
0,873634631	Бурятия	Псковская обл.
0,928012094	Владимирская обл.	Псковская обл.
0,90933392	Волгоградская обл.	Псковская обл.
0,947222974	Вологодская обл.	Псковская обл.
0,927162737	Воронежская обл.	Псковская обл.
0,72239725	Дагестан	Псковская обл.
0,771988496	Еврейская АО	Псковская обл.
0,93971564	Забайкальский край	Псковская обл.
0,963693209	Ивановская обл.	Псковская обл.
0,756185439	Ингушетия	Псковская обл.
0,907293329	Иркутская обл.	Псковская обл.
0,856948403	Кабардино-Балкария	Псковская обл.
0,942088958	Калининградская обл.	Псковская обл.
0,638364945	Калмыкия	Псковская обл.
0,921563053	Калужская обл.	Псковская обл.
0,810992069	Камчатский край	Псковская обл.
0,762522704	Карачаево-Черкессия	Псковская обл.
0,955484141	Карелия	Псковская обл.
0,811537555	Кемеровская обл.	Псковская обл.
0,922199017	Кировская обл.	Псковская обл.
0,9336663	Коми	Псковская обл.
0,892764536	Костромская обл.	Псковская обл.
0,869293155	Краснодарский край	Псковская обл.
0,900168919	Красноярский край	Псковская обл.
0,904694647	Крым	Псковская обл.
0,914836377	Курганская обл.	Псковская обл.
0,935347188	Курская обл.	Псковская обл.
0,934346978	Ленинградская обл.	Псковская обл.
0,914564814	Липецкая обл.	Псковская обл.
0,684748654	Магаданская обл.	Псковская обл.
0,792012494	Марий Эл	Псковская обл.
0,92544727	Мордовия	Псковская обл.
0,622515753	Москва	Псковская обл.
0,772505585	Московская обл.	Псковская обл.
0,824684962	Мурманская обл.	Псковская обл.
0,7968725	Ненецкий АО	Псковская обл.
0,924481617	Нижегородская обл.	Псковская обл.
0,963206811	Новгородская обл.	Псковская обл.
0,906096436	Новосибирская обл.	Псковская обл.
0,894546343	Омская обл.	Псковская обл.
0,848825836	Оренбургская обл.	Псковская обл.
0,94268379	Орловская обл.	Псковская обл.
0,918850849	Пензенская обл.	Псковская обл.
0,92409356	Пермский край	Псковская обл.
0,877519022	Приморский край	Псковская обл.
1	Псковская обл.	Псковская обл.
0,914759225	Ростовская обл.	Псковская обл.
0,908291595	Рязанская обл.	Псковская обл.
0,910453158	Самарская обл.	Псковская обл.
0,940329956	Санкт-Петербург	Псковская обл.
0,950340819	Саратовская обл.	Псковская обл.
0,834537959	Саха (Якутия)	Псковская обл.
0,831467995	Сахалинская обл.	Псковская обл.
0,868076275	Свердловская обл.	Псковская обл.
0,888705437	Севастополь	Псковская обл.
0,772711398	Северная Осетия	Псковская обл.
0,930988434	Смоленская обл.	Псковская обл.
0,85658527	Ставропольский край	Псковская обл.
0,90576762	Тамбовская обл.	Псковская обл.
0,696336516	Татарстан	Псковская обл.
0,958658977	Тверская обл.	Псковская обл.
0,861996441	Томская обл.	Псковская обл.
0,925990157	Тульская обл.	Псковская обл.
0,517330514	Тыва	Псковская обл.
0,883493788	Тюменская обл.	Псковская обл.
0,899873983	Удмуртия	Псковская обл.
0,892543934	Ульяновская обл.	Псковская обл.
0,889818012	Хабаровский край	Псковская обл.
0,853368581	Хакасия	Псковская обл.
0,767070167	ХМАО – Югра	Псковская обл.
0,901491764	Челябинская обл.	Псковская обл.
0,772033953	Чечня	Псковская обл.
0,848577558	Чувашия	Псковская обл.
0,825595896	Чукотский АО	Псковская обл.
0,66854498	Ямало-Ненецкий АО	Псковская обл.
0,922583032	Ярославская обл.	Псковская обл.
0,844950903	Адыгея	Ростовская обл.
0,676738889	Алтай	Ростовская обл.
0,914639302	Алтайский край	Ростовская обл.
0,866453252	Амурская обл.	Ростовская обл.
0,885456834	Архангельская обл.	Ростовская обл.
0,922238904	Астраханская обл.	Ростовская обл.
0,928863482	Башкортостан	Ростовская обл.
0,964450122	Белгородская обл.	Ростовская обл.
0,917418698	Брянская обл.	Ростовская обл.
0,805765064	Бурятия	Ростовская обл.
0,935690705	Владимирская обл.	Ростовская обл.
0,947726607	Волгоградская обл.	Ростовская обл.
0,935485045	Вологодская обл.	Ростовская обл.
0,958151871	Воронежская обл.	Ростовская обл.
0,718164667	Дагестан	Ростовская обл.
0,814550768	Еврейская АО	Ростовская обл.
0,894989839	Забайкальский край	Ростовская обл.
0,926133103	Ивановская обл.	Ростовская обл.
0,745165737	Ингушетия	Ростовская обл.
0,930845553	Иркутская обл.	Ростовская обл.
0,818619981	Кабардино-Балкария	Ростовская обл.
0,955904636	Калининградская обл.	Ростовская обл.
0,627426044	Калмыкия	Ростовская обл.
0,897165317	Калужская обл.	Ростовская обл.
0,723486911	Камчатский край	Ростовская обл.
0,681154983	Карачаево-Черкессия	Ростовская обл.
0,871383748	Карелия	Ростовская обл.
0,858618478	Кемеровская обл.	Ростовская обл.
0,878273642	Кировская обл.	Ростовская обл.
0,882104778	Коми	Ростовская обл.
0,893304014	Костромская обл.	Ростовская обл.
0,949212232	Краснодарский край	Ростовская обл.
0,901076817	Красноярский край	Ростовская обл.
0,913754121	Крым	Ростовская обл.
0,951794313	Курганская обл.	Ростовская обл.
0,936259804	Курская обл.	Ростовская обл.
0,937445448	Ленинградская обл.	Ростовская обл.
0,96243618	Липецкая обл.	Ростовская обл.
0,650703166	Магаданская обл.	Ростовская обл.
0,776299674	Марий Эл	Ростовская обл.
0,903589477	Мордовия	Ростовская обл.
0,512510264	Москва	Ростовская обл.
0,717313956	Московская обл.	Ростовская обл.
0,72603284	Мурманская обл.	Ростовская обл.
0,798481499	Ненецкий АО	Ростовская обл.
0,932610278	Нижегородская обл.	Ростовская обл.
0,914977773	Новгородская обл.	Ростовская обл.
0,888776014	Новосибирская обл.	Ростовская обл.
0,917052113	Омская обл.	Ростовская обл.
0,895223569	Оренбургская обл.	Ростовская обл.
0,933787119	Орловская обл.	Ростовская обл.
0,974812017	Пензенская обл.	Ростовская обл.
0,959091683	Пермский край	Ростовская обл.
0,883022615	Приморский край	Ростовская обл.
0,914759225	Псковская обл.	Ростовская обл.
1	Ростовская обл.	Ростовская обл.
0,913515695	Рязанская обл.	Ростовская обл.
0,97564226	Самарская обл.	Ростовская обл.
0,872417904	Санкт-Петербург	Ростовская обл.
0,975316174	Саратовская обл.	Ростовская обл.
0,857025184	Саха (Якутия)	Ростовская обл.
0,779853589	Сахалинская обл.	Ростовская обл.
0,906685522	Свердловская обл.	Ростовская обл.
0,922994943	Севастополь	Ростовская обл.
0,753819941	Северная Осетия	Ростовская обл.
0,893522322	Смоленская обл.	Ростовская обл.
0,911223833	Ставропольский край	Ростовская обл.
0,90649832	Тамбовская обл.	Ростовская обл.
0,670781708	Татарстан	Ростовская обл.
0,938635045	Тверская обл.	Ростовская обл.
0,846528404	Томская обл.	Ростовская обл.
0,884070838	Тульская обл.	Ростовская обл.
0,446493606	Тыва	Ростовская обл.
0,930090606	Тюменская обл.	Ростовская обл.
0,934598663	Удмуртия	Ростовская обл.
0,925511011	Ульяновская обл.	Ростовская обл.
0,858231186	Хабаровский край	Ростовская обл.
0,805823933	Хакасия	Ростовская обл.
0,695828929	ХМАО – Югра	Ростовская обл.
0,923473739	Челябинская обл.	Ростовская обл.
0,730634913	Чечня	Ростовская обл.
0,800672224	Чувашия	Ростовская обл.
0,826341712	Чукотский АО	Ростовская обл.
0,598888692	Ямало-Ненецкий АО	Ростовская обл.
0,958595629	Ярославская обл.	Ростовская обл.
0,842755525	Адыгея	Рязанская обл.
0,650391475	Алтай	Рязанская обл.
0,875364515	Алтайский край	Рязанская обл.
0,8870344	Амурская обл.	Рязанская обл.
0,863816824	Архангельская обл.	Рязанская обл.
0,849786465	Астраханская обл.	Рязанская обл.
0,926382495	Башкортостан	Рязанская обл.
0,929769588	Белгородская обл.	Рязанская обл.
0,941895596	Брянская обл.	Рязанская обл.
0,814381871	Бурятия	Рязанская обл.
0,951918648	Владимирская обл.	Рязанская обл.
0,932206494	Волгоградская обл.	Рязанская обл.
0,913338781	Вологодская обл.	Рязанская обл.
0,92798101	Воронежская обл.	Рязанская обл.
0,750533854	Дагестан	Рязанская обл.
0,869148702	Еврейская АО	Рязанская обл.
0,903485151	Забайкальский край	Рязанская обл.
0,914451488	Ивановская обл.	Рязанская обл.
0,752818923	Ингушетия	Рязанская обл.
0,873695182	Иркутская обл.	Рязанская обл.
0,833483445	Кабардино-Балкария	Рязанская обл.
0,942567886	Калининградская обл.	Рязанская обл.
0,604019081	Калмыкия	Рязанская обл.
0,924355534	Калужская обл.	Рязанская обл.
0,742338372	Камчатский край	Рязанская обл.
0,676484888	Карачаево-Черкессия	Рязанская обл.
0,865372481	Карелия	Рязанская обл.
0,823657927	Кемеровская обл.	Рязанская обл.
0,806180426	Кировская обл.	Рязанская обл.
0,869141034	Коми	Рязанская обл.
0,857841949	Костромская обл.	Рязанская обл.
0,905017588	Краснодарский край	Рязанская обл.
0,880996768	Красноярский край	Рязанская обл.
0,871325905	Крым	Рязанская обл.
0,899902314	Курганская обл.	Рязанская обл.
0,946611279	Курская обл.	Рязанская обл.
0,933365378	Ленинградская обл.	Рязанская обл.
0,956583959	Липецкая обл.	Рязанская обл.
0,613876491	Магаданская обл.	Рязанская обл.
0,791112329	Марий Эл	Рязанская обл.
0,944498275	Мордовия	Рязанская обл.
0,586693548	Москва	Рязанская обл.
0,780334111	Московская обл.	Рязанская обл.
0,742861643	Мурманская обл.	Рязанская обл.
0,849248144	Ненецкий АО	Рязанская обл.
0,949131497	Нижегородская обл.	Рязанская обл.
0,911502867	Новгородская обл.	Рязанская обл.
0,908420649	Новосибирская обл.	Рязанская обл.
0,863141782	Омская обл.	Рязанская обл.
0,838941143	Оренбургская обл.	Рязанская обл.
0,930128418	Орловская обл.	Рязанская обл.
0,927423837	Пензенская обл.	Рязанская обл.
0,91580404	Пермский край	Рязанская обл.
0,865731966	Приморский край	Рязанская обл.
0,908291595	Псковская обл.	Рязанская обл.
0,913515695	Ростовская обл.	Рязанская обл.
1	Рязанская обл.	Рязанская обл.
0,899712665	Самарская обл.	Рязанская обл.
0,877086207	Санкт-Петербург	Рязанская обл.
0,933273678	Саратовская обл.	Рязанская обл.
0,844612956	Саха (Якутия)	Рязанская обл.
0,719148778	Сахалинская обл.	Рязанская обл.
0,913939532	Свердловская обл.	Рязанская обл.
0,892472373	Севастополь	Рязанская обл.
0,797756173	Северная Осетия	Рязанская обл.
0,932947548	Смоленская обл.	Рязанская обл.
0,819421084	Ставропольский край	Рязанская обл.
0,930933038	Тамбовская обл.	Рязанская обл.
0,836002833	Татарстан	Рязанская обл.
0,938249216	Тверская обл.	Рязанская обл.
0,849317149	Томская обл.	Рязанская обл.
0,951539132	Тульская обл.	Рязанская обл.
0,474273608	Тыва	Рязанская обл.
0,887255526	Тюменская обл.	Рязанская обл.
0,860053011	Удмуртия	Рязанская обл.
0,873961634	Ульяновская обл.	Рязанская обл.
0,87555069	Хабаровский край	Рязанская обл.
0,814240716	Хакасия	Рязанская обл.
0,683645144	ХМАО – Югра	Рязанская обл.
0,912898998	Челябинская обл.	Рязанская обл.
0,815525858	Чечня	Рязанская обл.
0,870055311	Чувашия	Рязанская обл.
0,916840096	Чукотский АО	Рязанская обл.
0,62465722	Ямало-Ненецкий АО	Рязанская обл.
0,965250286	Ярославская обл.	Рязанская обл.
0,805399987	Адыгея	Самарская обл.
0,646852873	Алтай	Самарская обл.
0,90707904	Алтайский край	Самарская обл.
0,846424558	Амурская обл.	Самарская обл.
0,872557202	Архангельская обл.	Самарская обл.
0,931450367	Астраханская обл.	Самарская обл.
0,939826345	Башкортостан	Самарская обл.
0,95655803	Белгородская обл.	Самарская обл.
0,909512189	Брянская обл.	Самарская обл.
0,777149445	Бурятия	Самарская обл.
0,945639335	Владимирская обл.	Самарская обл.
0,951762661	Волгоградская обл.	Самарская обл.
0,944311073	Вологодская обл.	Самарская обл.
0,960228789	Воронежская обл.	Самарская обл.
0,7155773	Дагестан	Самарская обл.
0,786273293	Еврейская АО	Самарская обл.
0,888735887	Забайкальский край	Самарская обл.
0,919072215	Ивановская обл.	Самарская обл.
0,721972146	Ингушетия	Самарская обл.
0,922028525	Иркутская обл.	Самарская обл.
0,82345467	Кабардино-Балкария	Самарская обл.
0,946350813	Калининградская обл.	Самарская обл.
0,609324069	Калмыкия	Самарская обл.
0,896049618	Калужская обл.	Самарская обл.
0,709549454	Камчатский край	Самарская обл.
0,659477468	Карачаево-Черкессия	Самарская обл.
0,879755357	Карелия	Самарская обл.
0,825667064	Кемеровская обл.	Самарская обл.
0,878756676	Кировская обл.	Самарская обл.
0,880608296	Коми	Самарская обл.
0,869778221	Костромская обл.	Самарская обл.
0,935214552	Краснодарский край	Самарская обл.
0,892288251	Красноярский край	Самарская обл.
0,902674458	Крым	Самарская обл.
0,949431545	Курганская обл.	Самарская обл.
0,949736093	Курская обл.	Самарская обл.
0,945467882	Ленинградская обл.	Самарская обл.
0,968766696	Липецкая обл.	Самарская обл.
0,604028037	Магаданская обл.	Самарская обл.
0,787526936	Марий Эл	Самарская обл.
0,889800034	Мордовия	Самарская обл.
0,484681921	Москва	Самарская обл.
0,735374122	Московская обл.	Самарская обл.
0,71963238	Мурманская обл.	Самарская обл.
0,808363593	Ненецкий АО	Самарская обл.
0,933494367	Нижегородская обл.	Самарская обл.
0,91885714	Новгородская обл.	Самарская обл.
0,874686152	Новосибирская обл.	Самарская обл.
0,900927732	Омская обл.	Самарская обл.
0,87506427	Оренбургская обл.	Самарская обл.
0,912370419	Орловская обл.	Самарская обл.
0,975458378	Пензенская обл.	Самарская обл.
0,963013864	Пермский край	Самарская обл.
0,860026907	Приморский край	Самарская обл.
0,910453158	Псковская обл.	Самарская обл.
0,97564226	Ростовская обл.	Самарская обл.
0,899712665	Рязанская обл.	Самарская обл.
1	Самарская обл.	Самарская обл.
0,881041963	Санкт-Петербург	Самарская обл.
0,9684867	Саратовская обл.	Самарская обл.
0,799131574	Саха (Якутия)	Самарская обл.
0,743807593	Сахалинская обл.	Самарская обл.
0,883970487	Свердловская обл.	Самарская обл.
0,933246438	Севастополь	Самарская обл.
0,756253636	Северная Осетия	Самарская обл.
0,89444064	Смоленская обл.	Самарская обл.
0,901607667	Ставропольский край	Самарская обл.
0,903006245	Тамбовская обл.	Самарская обл.
0,68414526	Татарстан	Самарская обл.
0,945046273	Тверская обл.	Самарская обл.
0,804399252	Томская обл.	Самарская обл.
0,882308254	Тульская обл.	Самарская обл.
0,439534271	Тыва	Самарская обл.
0,911919539	Тюменская обл.	Самарская обл.
0,934383763	Удмуртия	Самарская обл.
0,898128502	Ульяновская обл.	Самарская обл.
0,84039859	Хабаровский край	Самарская обл.
0,785454824	Хакасия	Самарская обл.
0,677169629	ХМАО – Югра	Самарская обл.
0,929132249	Челябинская обл.	Самарская обл.
0,740279978	Чечня	Самарская обл.
0,79477507	Чувашия	Самарская обл.
0,831554322	Чукотский АО	Самарская обл.
0,565518748	Ямало-Ненецкий АО	Самарская обл.
0,958664088	Ярославская обл.	Самарская обл.
0,790437003	Адыгея	Санкт-Петербург
0,696788553	Алтай	Санкт-Петербург
0,822928494	Алтайский край	Санкт-Петербург
0,822353016	Амурская обл.	Санкт-Петербург
0,875866335	Архангельская обл.	Санкт-Петербург
0,891911335	Астраханская обл.	Санкт-Петербург
0,856285353	Башкортостан	Санкт-Петербург
0,915885147	Белгородская обл.	Санкт-Петербург
0,904311112	Брянская обл.	Санкт-Петербург
0,864808013	Бурятия	Санкт-Петербург
0,914933102	Владимирская обл.	Санкт-Петербург
0,845048938	Волгоградская обл.	Санкт-Петербург
0,914413654	Вологодская обл.	Санкт-Петербург
0,864177358	Воронежская обл.	Санкт-Петербург
0,759819325	Дагестан	Санкт-Петербург
0,695956148	Еврейская АО	Санкт-Петербург
0,882663173	Забайкальский край	Санкт-Петербург
0,899436952	Ивановская обл.	Санкт-Петербург
0,757933213	Ингушетия	Санкт-Петербург
0,841913596	Иркутская обл.	Санкт-Петербург
0,836338923	Кабардино-Балкария	Санкт-Петербург
0,937693376	Калининградская обл.	Санкт-Петербург
0,61212129	Калмыкия	Санкт-Петербург
0,919394675	Калужская обл.	Санкт-Петербург
0,762155355	Камчатский край	Санкт-Петербург
